Puzzle,Solution Count,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
.6....1..7..23.........6...1...2..8..8.47..91..78.9..4....9.27.83.....4.9........,1,25,42,13,3,0,1,0,1,2,Expert,
43..9...85.........9.81.......2.....2.9.5..6....36.2.98.4.3..5....6219..........1,1,26,46,9,1,0,1,0,0,0,Intermediate,
....9..874.1.73..5.3..68..4..89...1......6....5...7............5....1..6643......,1,24,39,15,2,1,3,0,3,2,Expert,
..2.19...8....41.7.......28.3.4.....7..9...4..2..3..5...47....9.1.......387......,1,24,30,27,0,0,0,0,0,0,Easy,
5.7....4.63......8....6.7..1...8.3...7.4....53.....8647......1.89....4.6..6.....9,1,26,36,19,1,0,0,0,0,0,Intermediate,
.71......9.3..2...25.7.....1....9..7...6..3.1....5..927...9....56....87......3...,1,24,40,16,3,0,1,0,1,0,Expert,
1.38......98.35.................7..3.3..2149..74.5........94..57..5.3....1..7...9,1,26,44,10,0,0,0,0,1,0,Expert,
......5...9...46....1........4...715.......4.3..1.5.....7.2.9.3..96.7.52.1.3....6,1,25,46,10,0,0,0,0,0,0,Easy,
.9.2...87........5...539.2...8.........7.....5..3...7478.92....1..4...9..43.1...8,1,26,46,7,0,0,0,0,2,4,Expert,
..9..6..3.7.......5.8.7...9.6..2.5..7.4.9.8.....6.3...2.........5.2......43..9..5,1,24,39,18,2,0,0,0,0,0,Intermediate,
5.3.6.....9..5..24.268....1......95.8..3....2..4.............8....18...5......369,1,24,50,6,0,0,2,0,1,6,Expert,
....7.2.....4....8....5.1..9....7..58.7.1.....13...82...2.8.391..1.94......5..4..,1,26,49,6,0,0,0,0,0,0,Easy,
...9.....3.2...9....1...3256...4.21...86..4.3.93....86.3.......864.....2.....1.4.,1,27,42,12,0,0,0,0,0,0,Easy,
.......2....3......8.56....8....7.1...1...2.45...8.63...6.2...3...7.....7.4.5...1,1,23,37,20,2,0,3,0,1,2,Expert,
2....4......16..7...13....4956.423.1.3..........5...4.19...3.....7.15......2.97..,1,27,54,0,0,0,0,0,0,0,Simple,
..2.8....7....3.4.591......2..8.14....3.4...5.4...298...5.2....8....5......1...3.,1,25,39,16,2,0,1,0,1,0,Expert,
...4.2...5....6..9...5..37........8.7.3....9...2.58..44..2.7.6.........3.6..3..25,1,25,40,15,0,0,3,1,1,0,Expert,
9.....2...7.95..4.1....87..21..35...5.7.4.82........1.359............9..42......3,1,26,38,17,0,0,0,0,0,0,Easy,
1.....4......283...93....7.......8...87...139........6..2.7......1..6.24.74..16..,1,25,35,21,0,0,0,0,0,0,Easy,
..5..6..382....5.....2.8.....3..7...5...63......9..4...6..3..829.......725..8..4.,1,25,39,15,1,0,5,0,2,4,Expert,
.51...9..8..4.5.6.....9812.....62.....5......3......1......34....6..1.5214.....8.,1,25,42,14,2,0,0,0,0,0,Intermediate,
....7..545...9.2.....4..9....25...........412...64.....5.7..69.2.1.5.3...7.9..1..,1,26,49,6,0,0,0,0,0,0,Easy,
6.......2......1.387.3..9...6.5.32.85..9.....2.91....6..6.9.751..........27...6..,1,27,39,12,3,1,1,0,3,4,Expert,
..6..3......8....43...6.85......9685...148..3..........98.245......36.........429,1,26,45,10,0,0,0,0,0,0,Easy,
...21.....2.8.36....6.9.....3274...1...9....8.4......2..4......6.71..9..8...79...,1,25,56,0,0,0,0,0,0,0,Simple,
......8.4....6....235...6...2...83.7.5.9...2...4..2....4.....365...7..9.8.....7..,1,24,42,13,1,0,0,2,2,2,Expert,
....4823...87.24......1.....7......64.652.81..2.3...7...7..6......4....7..41.5...,1,27,35,16,0,0,4,1,3,22,Expert,
.....1.6..27....35.........6...73.....4...39..5.4..7.2...3...5.3.......9.4.165.2.,1,25,39,16,0,0,2,0,1,10,Expert,
.....69........7.84..2......2..4...9.........7.4.6523...85....7.5.9.2.6...9.8.5..,1,25,40,16,0,0,0,0,0,0,Easy,
.976....88......3.......2477..3..12.......476..2..1....8..9....31....8..2.6.8....,1,26,55,0,0,0,0,0,0,0,Simple,
......78...8....2..4...........5.2.32.61........4....1....4...2..76.85....237.4..,1,23,39,19,0,0,0,0,0,0,Easy,
...76....4.9.3..6.7...4.3..3...856..528....9........7.6.5.....2.84...........98..,1,25,42,14,0,0,0,0,0,0,Easy,
..4.72......94...........1..91..4...25.............63.76.31..255........3.9.6...7,1,24,57,0,0,0,0,0,0,0,Simple,
9....42....5..9.1.....7.............1....7..9.52.8.....2..539.7.9..4..8...78..135,1,26,45,9,0,0,1,0,1,2,Expert,
3...61..84.73...5...........8...5.191.9.485...3.6............9.59.....7.........3,1,24,40,17,1,0,0,0,0,0,Intermediate,
...9.7.1.......4......8.6.3...2.1..8.3.8..72.....4.....8.7...69..7..3....9.12.3.7,1,26,55,0,0,0,0,0,0,0,Simple,
47..52..........8...5....4....5....95..714..87........3..84..7.9..1......8.....23,1,24,46,11,2,0,1,0,0,0,Intermediate,
..5.1.......2.91......579.......2..1......84...14..579.17..5.8.83.......5.9.837..,1,28,45,8,0,0,0,0,0,0,Easy,
...54....2..87.....9..2.....6..974.89..6.......83.5...4...6..39.5....84..3....7..,1,26,50,4,3,0,1,0,1,0,Expert,
4..8...1..8931.6..3..9....5.1.........7.54.98..4..9.7.....8...6...76...4.........,1,25,35,19,2,0,0,1,2,4,Expert,
64.......2......8...85..6...92....7.4.....216.......5.....8.52.1....4....65.7.14.,1,25,27,28,0,0,2,0,1,6,Expert,
4.5........1....493....6.7......2.....9.....7...5912...7..4..622..1..5...........,1,22,33,26,0,0,0,0,0,0,Easy,
......9......2..64...9.3.87....3.8...198....63.261...9..64...3...7.6..41.........,1,26,41,14,0,0,0,0,0,0,Easy,
.9721....3....67..64.....1..7..3.451.....7..2..64...3....1......3......9....4.6..,1,25,38,17,0,0,0,2,1,0,Expert,
..1....5.9.2......3...98...6....9......6.23.4.45.3.8...2..8..1...39.6.8.....24...,1,26,43,7,3,0,2,0,5,10,Expert,
2....8....79...6....6.7.5.....3.512.....9.....618.7...7...8..5.92.....8....7.2...,1,25,25,29,0,0,0,0,2,2,Expert,
.....4...84.79.1..7.9..2...2..4.......49..73..76.3...8.23....61................29,1,25,44,10,0,0,2,0,2,0,Expert,
...4........6.98......5274.9...256..8..........7..8..3.........6.8..79.2....4.586,1,25,37,18,0,0,0,0,1,2,Expert,
8.41.6..5.........9.6...4.3.9.3...5...2.5...4..5.629........142........63.1.4..8.,1,27,40,12,1,0,2,1,2,4,Expert,
..21..8..36...8..2..467......8..7..947..193............1.94.....9..8...3.....3...,1,25,41,15,0,0,0,0,0,0,Easy,
38..74......1..7....12..4.594...............9.5...7.....9...1.24....3..8..8.2.954,1,26,40,13,0,0,2,1,2,0,Expert,
6.9.5.27..1.86..5.7.8.......7.........3...5.6...9...2.........2.2...5893....986..,1,26,33,22,1,0,0,0,0,0,Intermediate,
....9.23..8..7...1..3..5....56..7.9..98.5.7.3.2.1....6.............6.....69..15..,1,25,49,7,3,0,3,1,0,0,Intermediate,
6............2.....2.6.9.4..7..8......34.5.6.2.5....7..4....62.8.2.3...5.9....3.7,1,25,38,15,0,1,2,0,3,12,Expert,
.....385.3.6..2.....29.......9.7..4.......695........3..32......9846.3..6..5.7..9,1,26,40,15,0,0,0,0,0,0,Easy,
...37..9.5.........6....587.....1...49....6....1...2542........7...591......17.45,1,25,42,14,3,0,1,0,0,0,Intermediate,
.8.....91.1...3.......5........2....2....6.4386.3.4..5.......29..1..9.6..4....83.,1,24,42,15,1,0,2,0,0,0,Intermediate,
..3.....842.....1....5......7..53..2.....1.4.8.1..7..3....4.3.....9..5.75..3.....,1,23,29,27,1,1,2,2,2,2,Expert,
...56..28...18249........65.26......3.....9...4..1....483.........429.1...18.....,1,26,41,14,0,0,0,0,0,0,Easy,
.4.1.28.9........2.....5.......5...7.......6.5..8...2.12..6..7465..47.8..9...1...,1,25,46,9,0,1,0,0,1,2,Expert,
.........6.9.4...14..7..82......7....3.9..2..91.836....6....3.....46.1.....2....9,1,24,49,8,3,0,3,1,0,0,Intermediate,
....13..4....9.....3...4......82....21.345..8...1.9...32....4.69.5...3.18....65.2,1,28,44,9,0,0,4,0,0,0,Intermediate,
76..92...2.....7.5.......8......631..7..3..2.8.....9.7..1.5....92....86.........3,1,24,38,19,1,0,0,0,0,0,Intermediate,
...8...72......6...6..9.15....68.5..........7...4..28..867.9....41......52...4.6.,1,25,42,13,3,0,0,0,1,2,Expert,
....49.....6...3.7.9..2..6..1..64..374......6...1....2..8..7...3..2........8..27.,1,24,39,18,1,0,0,1,0,0,Intermediate,
..81........8.264...........2..5.8..........7......91.1..7....47.42.9....59.18.2.,1,24,41,15,0,0,0,1,1,0,Expert,
7.......6..94.17..531.....4.....6.9.....5....9..32....6..139.75.....72....3......,1,25,49,6,1,1,0,1,1,2,Expert,
....9.67..68.7...4......9....72.6.3842......1.....47..2.....8...1.....9..7...2...,1,24,37,20,0,0,0,0,0,0,Easy,
.1..7.....4..65..7...1.8....7569....894..1......2.....5....69.........1...65...82,1,25,36,17,2,2,2,1,3,4,Expert,
1.3.....6.52...9...9...8..........7.92...163....95...8..9..6...368.....55.....8.1,1,26,35,20,0,0,0,0,0,0,Easy,
...1.7....9......1.5...8.......81..6...57.........69....1...28.6....91.37....25.9,1,24,42,15,1,0,0,0,0,0,Intermediate,
5.....9.......4..........318.47.......39..5...7..83.19.....7.2.4...5.8.32......45,1,25,46,10,0,0,0,0,0,0,Easy,
5......4......96.8..8.....3..2..87....97...32.3..92...9.7......6843.75.9........6,1,27,32,18,3,0,0,0,4,2,Expert,
5.4.1...2..37.9.1....2.58........2..97........2......1...87.9...42.9.7.5...3.....,1,25,50,6,0,0,0,0,0,0,Easy,
9.......668..7.....328..79........47......123...19.6....4....7.2....38...1.2.43..,1,27,45,8,0,1,3,0,1,2,Expert,
9.............1.......85..35....6...6..9431......5.3.6.9.1..7.818...769...4......,1,25,35,20,1,0,0,0,1,0,Expert,
.94.....76.2.9.4......7...57.1.....9...5.....34..6..1...9..2.3..6.......4.3...9.1,1,25,50,6,0,0,0,0,0,0,Easy,
.4.31..8..........2...5..3.58......4.61..............5.3...6.27..2..8....1.54..6.,1,23,48,10,0,0,0,0,0,0,Easy,
.6.13.4.....4...792..7.....9.1..........23...735.1..6.6...4...241.........9..6...,1,25,56,0,0,0,0,0,0,0,Simple,
.....82..6..4.........9.3....9.....54.6257...8.3..4.6...7.82......63....2....9...,1,24,43,12,3,1,2,0,2,2,Expert,
3..6..4..2..1.9.....4..8....37..2.1.1..4..68..4.......928......6.....27.......1..,1,24,43,12,0,0,0,1,2,2,Expert,
96.8.43.7..4.19......7.6........16.....4...3...568.7.9.3...8.5.....9..7.......8.4,1,27,40,14,0,0,0,0,0,0,Easy,
.5.8....2......6...3672...9.8....5..32.5.8..7...23.9..8............75....65..1...,1,25,42,14,0,0,0,0,0,0,Easy,
..98.25.7.2..7..8.5...19.3......3..9.3.98..15.......7.....5...6...3971..8..6.....,1,28,52,1,0,0,0,0,0,0,Easy,
.5....2..92...78.....9...47.......98...1.45.6...29.4.1.964.2......8.....8.4.5....,1,27,33,20,3,2,3,0,1,0,Expert,
.....2.......3.....9..6..5.7.....8....8.9..34....45.6.........7.25..3.9.3.......8,1,21,44,14,6,2,3,0,2,14,Expert,
.....5.1.82...1356.7....4.....3.....4..52.73..8...4....6...8..55.4..7............,1,24,46,11,5,0,1,1,0,0,Intermediate,
..24.7..................2.6...1...834....2....18...7.5.5.6..3..7..83.54.3....4.17,1,26,42,12,0,0,0,0,1,2,Expert,
18..3......5.......3.2..1....27.........1.4....94.8.2.258...9.7.4.....3.......8.1,1,24,53,4,0,0,0,0,0,0,Easy,
......6...2..19.........78.4...8.21.9.........8.3.6...1.2...46.6.42....3.....3.7.,1,24,44,13,2,0,0,0,0,0,Intermediate,
..19....5.6...1.2.2..6..8.4..........5...36..83...9...4...6......92.5.....53....8,1,24,51,6,0,0,0,0,0,0,Easy,
..3.12......8...4....4.9..3.....8.971...4.8............1.5..92..7..231.8..9....3.,1,25,38,18,0,0,0,0,0,0,Easy,
64.5.3.8...364................8....7..9..23..3..7...5.2.7..8...4.....2..5..3.7...,1,24,39,15,1,0,1,3,3,4,Expert,
..93.......5.2.97.....1...5...7...5...34..69116......7.72.....35.....21........6.,1,25,38,18,0,0,0,0,0,0,Easy,
2.....38..4.2....6.1986.7....6.1.4.2..1..2.....867.13.....9.......7..8.....3.4...,1,27,43,11,0,1,2,0,0,0,Intermediate,
.8.1..394..........9..26..5...4..1.93.2.......1.......93.....46....4....86.5.1.2.,1,25,30,26,0,0,0,0,0,0,Easy,
8....61........4....4.3.....7.5.3.1.4.9...5........8.71..6.5.4....8.769..5...97..,1,26,48,7,0,0,0,0,0,0,Easy,
5....731.1.4..3..7.7.6..9.2.6..2.....3.74...62..........1...4.........5.....31...,1,24,40,17,0,0,0,0,0,0,Easy,
..631.8..5.......1....7....2.1......43.........7.6...4.8.....4.....3..7..42.8765.,1,24,46,9,2,1,1,0,2,2,Expert,
.9..7......8...5...7..5692...294.....1.......95..2...6..68.4......7......4..12.9.,1,25,32,24,0,0,0,0,0,0,Easy,
4....8..9.....2..19..6.78.........98..47...6.1.6...32...........13........81.64..,1,24,45,12,0,0,0,0,0,0,Easy,
.6.2345..4.........1.6.93......9....5....6.9..3....15......29...51.....38...6...4,1,25,28,25,0,0,1,1,3,2,Expert,
5....1..7....5..98.9.43.1...72...45.4..2...8.9..38......31..............1..9....2,1,25,47,9,0,0,0,0,0,0,Easy,
.....9......3.8..4.3.5...6...36......81..74..76..1.....7...1.....54...91.9.....83,1,25,41,15,0,0,0,0,0,0,Easy,
.1.87.5..7...5....5.86.2...1..2....8..24.....6......7..23.86..............6743.1.,1,26,39,16,0,0,0,0,0,0,Easy,
..5.39..6......1..7...1.495....7....26...1..4.....591.........1.....432...9....57,1,25,43,12,2,0,1,0,1,2,Expert,
2..3.18.6...........8..6.92...8..5.........279....361..9..38.....5....7..7.2..3..,1,25,37,19,5,1,2,0,0,0,Intermediate,
.....6.49.....3....6...43..1...3...59..4....385.1..49...97.......8....1.41.9..8..,1,26,27,27,0,0,0,0,1,2,Expert,
2.8....47.6....5.8.9....12..52..8...9.7.5....1...9726.....86..1......78..1.......,1,27,46,8,0,0,0,0,0,0,Easy,
..1.2..5.7....812....73.9.847..1....1.3495...8.........98....1.3.......2.4......7,1,27,52,2,0,0,0,0,0,0,Easy,
1.2........6..2..1.8....9.....2.35......7.2.3.7.....6.398...17..6.....9.7..5..3..,1,25,41,15,0,0,0,0,0,0,Easy,
.859..6.49.......5...3......2...68.......4.3.76..25....7.....6...2.7.5.....2...7.,1,24,36,21,0,0,0,0,0,0,Easy,
.4.........8....4.5...4.69....6....8..72.9.5.6...5872.376......9.5..2....8.....6.,1,26,48,7,0,0,0,0,0,0,Easy,
.6........32......79......3..73..4.8.....8..26..9.7...2.......98...56....7....265,1,24,40,17,0,0,0,0,0,0,Easy,
319...54.5.......6.7...53.1....83....41..9...9.54..6.....6....3....7.4..6.7......,1,26,40,13,3,1,3,1,2,2,Expert,
7.1..8.5.32.....97......1..1..26.93..6.......9.2....6..18.5.3..5.7....28..9......,1,27,47,7,1,0,0,0,0,0,Intermediate,
..34.2.1...6..8.2.14...36.........8....1..4.7.54.............357.53........6.7...,1,24,34,23,0,0,0,0,0,0,Easy,
4..5.....8...7..9..71...........5..31.......923....4.1.2....7..9.5.8..1...84.....,1,23,43,15,4,0,0,0,0,0,Intermediate,
34.........5....73.2..9.....8...4.3.17.3...25......9.8..7...8......8...9..4..9712,1,26,41,14,0,0,0,0,0,0,Easy,
.13.6.......7..8..96......53.2.....9.9.8..........318......6......352..6.37......,1,23,34,24,0,0,0,0,0,0,Easy,
..98.71.4...2...75.........1..4..698..6..2.....7..1.4....1.68.7.85729..1....4....,1,29,44,6,0,0,1,0,2,0,Expert,
..1..2.7..3..6....6...53..8..2..........4..1..67....3.....8...27..63...48.4.7....,1,24,42,15,0,0,0,0,0,0,Easy,
.5..9....8........3..1..9..64..3.1...9....65...1....8..3....8...26.4359...5.6.2.1,1,27,54,0,0,0,0,0,0,0,Simple,
......2..7...........85.1.76..91...8...46....5.9.82...1.8.....22.6..19.5....7..4.,1,26,40,13,1,0,3,0,2,4,Expert,
.2.7...5..85.6...7.3.5..84.85....23.......1.......2...3..8.6...7....54.3..1....7.,1,26,33,22,0,0,0,0,0,0,Easy,
.........1.4..26.......8...8....65...6...413...5.1......81....22.786531..5..2.4..,1,27,48,6,0,0,0,0,0,0,Easy,
4.6..1.32..1..2.96.......8..8.......3..42.......519....9...........368..1..2546..,1,26,35,18,1,0,2,0,2,2,Expert,
6....8.5.............67....5.83.9....2..8493.93.....4...4...2...7..623...8.9....7,1,26,48,6,0,0,0,0,1,6,Expert,
7.9.2.1..2.831....3..94........3.9......75..2.5..8..3........4.......3514.....28.,1,26,51,4,0,0,0,0,0,0,Easy,
8.3..4..5.7...13.4.....8.2....65..78.1............35..68.71...2.5.3.67...........,1,26,29,26,0,0,0,0,0,0,Easy,
.........158......9......8....24..3.6...15..4...3..5...1.9.2.48.4..5136..9..8...1,1,27,52,2,0,0,0,0,0,0,Easy,
.....438.....12...4.3..8...1.9....2.6....5..8.8......5...9.....3.5.6.....18.2..4.,1,24,40,15,2,0,7,1,2,12,Expert,
.4.3........2.7...9.........51.9..827....3..1..24....9.85....7........4.2.31...98,1,25,49,7,0,0,0,0,0,0,Easy,
4.3.6.2.9...1..4..21.......1...94.83..7.3....8.......1.2.9..3..6.8..........2..68,1,26,30,24,2,0,1,3,1,0,Expert,
5.2.....1...29854...41.56.....3.....6..54....93...6..82.....18..8.931............,1,27,50,4,0,0,0,0,0,0,Easy,
....26......4.9.2.....8.3.4...1..8....5243.19....9.5....9...2.36.3.......48..1.5.,1,27,38,15,1,2,0,0,1,2,Expert,
.2..6.4.......97.2.......8.....1....1.749...84....521...9.8..2........56.6.14....,1,25,37,19,2,0,0,0,0,0,Intermediate,
.1.3.7.9..9..1.....832.9.5.3...5...9........8..417......5.3......1...5...4.8...2.,1,25,36,20,0,0,0,0,0,0,Easy,
.....1.4..2.4..3.85.9..8........65...1....93..9.....16.8....6.116.2.3...4..6...8.,1,27,36,18,0,0,0,0,0,0,Easy,
.7....9.5....6.8...1.3.9.4...18.53.4..9.73.1..5......6..69...8....1...6..........,1,25,42,14,1,0,0,0,0,0,Intermediate,
.4..1..6....5..9.7.19...4.5............7.9..8.65.83...........4...168..9.9.3.7...,1,25,56,0,0,0,0,0,0,0,Simple,
63.....9...7.3..459.......7..3..1...4..2....9.1...4..63..5...2....67.....6..4....,1,24,40,16,1,0,3,0,1,0,Expert,
...49.5...758..1..9.47......87.4..1...9..6...5.....63....1...97........6.....7...,1,24,33,24,0,1,4,0,0,0,Intermediate,
.3.......5.......41.2..5.....95...7....1.89......4.532.....1..8.1.7.4.9.8.73.....,1,25,42,13,0,1,0,0,1,0,Expert,
......9.87.4.6.....8....16..2...1..54..28....1.6.7.2....24..7........51...7......,1,24,39,16,1,0,0,0,2,4,Expert,
367.2.5......1.9.7..2..4.6.2.5....414.....7........3.2.4......6...3.....7..249..5,1,27,38,16,1,0,0,0,0,0,Intermediate,
...6...35..6.4..1....819..25.1...32.9...6..58.......94.3..........9..4..48..21...,1,27,38,15,2,1,1,0,1,0,Expert,
......9....62.1...3.5.672.1...7.............52.9.43...9.3.....24..13......1....59,1,25,36,18,1,1,3,3,2,20,Expert,
2....69..94.51.6...67..3..5.9..2...3...9..2.....3...7..5.....9.3.....5.6....6..14,1,27,36,15,5,0,3,1,3,6,Expert,
.4.3.175.8.1.....45......23..8.5....6.5.7...2........7.....4....128...........47.,1,24,36,21,0,0,0,0,0,0,Easy,
...3.12.........13....4....5.4.39.8..9278...4.8.............7.9..1..28.....95...2,1,25,43,13,0,0,0,0,0,0,Easy,
..8..3..5.9.5.831..5.1.976......71.9.........7.9.3.......7.6.2.18...5.9..........,1,26,41,14,1,0,0,0,0,0,Intermediate,
....57....71.....9..9..4..3.8.4..9.....73.58..........7...63.....48..1..31.....7.,1,24,40,15,3,0,1,0,2,2,Expert,
.43..9.......4.......3.....8.5..4.2...4.965..3..2....65......1918..6543......2...,1,26,36,16,0,1,3,0,3,16,Expert,
.4........78..5.69...7....2.....6.1...6.......9.....848576.2...2...9.87...4.5....,1,25,40,16,0,0,0,0,0,0,Easy,
16..4.7....27.3.........4.8....6..1........823.81.2.5....52.14..........4..3....6,1,25,46,10,0,0,0,0,0,0,Easy,
....9.......1.7.96..6....7.2........8.5.3.1.7.3.7...2...2.86...1....3..99.3..2...,1,25,37,19,0,0,0,0,0,0,Easy,
2.7.8.6........8759............9...169.....4875.1.4..64.2....19........75.....2..,1,26,47,8,0,0,0,0,0,0,Easy,
.......12.475..9..8....4..712..658..7...91...9...2...........5..6.1...4.....79...,1,25,44,12,0,0,0,0,0,0,Easy,
..8..5.9..6...8..1..3.4..5..26..9..41.....2.8.3..51....45.........12............6,1,24,50,7,0,0,0,0,0,0,Easy,
.......91..9..2.6.48..1.5.2...9......6.......32...4......3..8.654.6.8..9.3.....5.,1,25,40,15,1,0,1,0,1,10,Expert,
31..2.79..2...71..9.6.5...2..2.6...7.4...1.6.6..5..3.........197.......3...91....,1,27,37,12,2,0,1,1,5,8,Expert,
...2...9..8.3..4.24.6.9..8...2.4..58....7..6..6...8...8.5.26..7...45............9,1,26,30,25,2,0,0,0,0,0,Intermediate,
..3..2.7.52...7...9..5........7...1.6..3.....394..6...2.....9...69..172....4....5,1,25,51,4,0,1,0,0,1,0,Expert,
8....43.1..492...5...8.3...4......5221.46......3..5..9...............8.3...3.2.4.,1,25,47,9,0,0,0,0,0,0,Easy,
........5...........83.5.47..7.......835....24..67..9..5.8.4.29....2.7...29..38..,1,26,36,16,3,0,0,1,3,2,Expert,
..7..3...9642.....8..69......5.....9.4..2.67....84....27....3.....93...5.....6...,1,24,42,14,1,0,5,0,1,6,Expert,
..36.7.2......4..1.4.8..6.....9...4...1.8..9....37.8..9....678.8..79.2...1.......,1,26,36,17,0,0,1,0,2,0,Expert,
....23..867...4....4.9.....4....9..2....5..3........4...3...5........827.5.7....6,1,22,41,18,0,0,0,0,0,0,Easy,
....2..........851.6.5......95.17..8...84...........2.91..6.27.....71....82..9..6,1,25,36,18,4,0,0,0,2,6,Expert,
..7..34...2.17...3.8.24......4.6..3.23.7...58.56..8..4..2...3......5..27.........,1,27,35,16,1,1,1,1,3,10,Expert,
95...2.6.....8.9..3...6..2.2....4..1.6..3.24..3..1..561....58...4...........9....,1,25,39,17,0,0,0,0,0,0,Easy,
.6...98..75..3.9.....4...1.94...67.35..3.7..........4.........1.....4..76..8...9.,1,24,43,14,0,0,0,0,0,0,Easy,
.......13.....1...4..2......25.1..7.......9...9.4.5.6.34.1.....7...9.1.6..9.274..,1,25,49,7,0,1,3,1,0,0,Intermediate,
.....54...38.......5..4...6.9....6.3.....4.7..8.2.7.9..7968.3....5....2....3.....,1,24,37,20,0,0,0,0,0,0,Easy,
98..64.3......27.5..239..482..678.......4..5..6.9..38.........484.....7.3........,1,28,51,2,0,0,0,0,0,0,Easy,
.....2......1.....81....3.6.5...3..9.2.67.8.....2...35...7....893.5.16.2......91.,1,26,41,13,0,0,0,0,1,2,Expert,
..5....3....7.985.7..3.....98..6........8.3.237.1....6....2.........8.6....9....1,1,23,50,8,0,0,0,0,0,0,Easy,
5.78..3..1....3.6...3.76....7..........13....8.1.2..4...8...6....251.....3...8.2.,1,25,43,13,0,0,0,0,0,0,Easy,
42...583..9.8.........32..1.....43.............79.8.5.......5....51..29..4.5.918.,1,26,32,20,0,1,1,0,3,4,Expert,
.6..........3.1..9..3.724......4.8..62......44....6..1......73698....1...4.....9.,1,24,42,15,0,0,0,0,0,0,Easy,
8..7...4..7...3.6.531......3....6.84...58..76..........6.3..52.........72.4......,1,24,40,17,0,0,0,0,0,0,Easy,
.....64.39....3..86..748......23.5...2......78....7..9...5.2...4...9......568.9..,1,26,40,15,0,0,0,0,0,0,Easy,
.....1......87.......596.8..582..7.....4...59..1..5..2...6.4..5.15...6...84....2.,1,26,38,17,0,0,0,0,0,0,Easy,
....6.8........74994.....1....9...6...872.4.....8..1..5..2.89...9....651.........,1,24,41,16,0,0,0,0,0,0,Easy,
6...13.98..9.845.........611.......4..6....5.85..4..3...15...86.........53....7..,1,26,43,11,3,0,0,3,1,0,Expert,
..14.....6..1......4.2..9..2......5.1....54...6....3...1..9..3.....4.5.8.936...4.,1,24,37,18,1,0,0,0,2,2,Expert,
7....2..6.......2..6....54....42..87..8.5..1...1..8..45..96.4.8....4.......2....5,1,25,34,22,1,0,0,0,0,0,Intermediate,
....816.....6......5...4.2....1.2..4.....8......35.1...6....75.21.43...8.35..6...,1,25,48,6,1,0,1,1,2,0,Expert,
..4..2....8.....15........31..2...9..3.15....9.2.4.8...5...7...4..3..1..37..14.8.,1,26,42,12,0,0,2,0,1,0,Expert,
1..94..759..36.24.2.4..7....39...4.............2793....5.4....7......3.....51....,1,26,30,25,0,0,0,0,0,0,Easy,
1...3.576...1..........7.89.....4.9..6.3....8.1.96....97.8..4......5..1.....46..7,1,26,51,4,0,0,0,0,0,0,Easy,
..2.4....4....5...31...........87..68..2....5.2.5.1......1.3.5..4.7..21...8......,1,23,35,23,1,0,0,0,0,0,Intermediate,
3..964....9.3......6..87..5.5....7..4.....8.........49...15.4.8..76...1.5.......3,1,25,43,11,3,0,1,0,2,2,Expert,
...5..........3.9.6..748...1..8.6..3..6....84..9.7.1..9.5..46.......9.4..341.....,1,26,41,13,0,0,1,0,1,0,Expert,
..961...76.1....3..8..34..684...9......7..1......85......4.....1......7.....5.9.8,1,24,33,24,0,0,0,0,0,0,Easy,
.5...1.9.8......67.71...5.....6.381.91.4......6..854...........5....8...3...64...,1,25,49,7,0,0,0,0,0,0,Easy,
.1249..5..4.5...........6....13.69....3.8.......2...6..5....1.4.....2..3.....8...,1,22,39,20,1,0,0,0,0,0,Intermediate,
..84....3....8...75..7.64..3.7.5.....826..3.......1.6...1..5....4...3..162.......,1,25,43,13,0,0,0,0,0,0,Easy,
..9..34.....5..3.7.......1...52....4......59.....4..73.23...95..8......1.1..37..2,1,25,37,18,2,0,1,0,1,0,Expert,
...1....479..2...1..5.7..28..84....5.4.5...731..8.9.......53..9...9.1.4..........,1,26,49,6,0,0,0,0,0,0,Easy,
..........79..5.4..84.91.3.4...2.8..............147.2...58..7.......2.53.317.4.9.,1,27,39,13,0,1,3,0,2,0,Expert,
.6.8......5..73...7..9....3...5.2...........88.3...7.......6.8.62....4..489.3.6..,1,24,37,18,2,0,0,1,2,2,Expert,
6...9.....27.14.....87....69.4.71.......8..54.....91...71.5.8...........58.....7.,1,25,32,23,1,0,0,1,1,2,Expert,
1.73...6..........2...6..94........8...9...31.3.....7.....41.....268.41..7...2..9,1,24,53,4,0,0,0,0,0,0,Easy,
..5..69...364.....79........6.....1.3.1.94..89..1..4.5.....5..4.5.3.8....8.....6.,1,26,31,24,0,0,0,0,0,0,Easy,
36....9....9..2....87..3.6..4..3...9......2..916....3...8..........29.17...4.1..2,1,25,49,5,0,0,0,1,2,4,Expert,
1.5....6.79...628...2.5.1.....8.5..........5....73....6....8.72.2....3....136...9,1,26,35,19,0,1,0,0,1,14,Expert,
7....9.56..48...7....57......9...36.6.3.......4.7.....3...8519....9.1..4.........,1,24,31,26,0,0,0,0,0,0,Easy,
72....1....18...6........9...6..95.398.57.....7.2......1....2.9.......8.......7.5,1,23,58,0,0,0,0,0,0,0,Simple,
..7....68....1.7..918.7.3..63.5..8.77..64...58....1..4.5.9.....1....5............,1,26,43,12,0,0,0,0,0,0,Easy,
